"gameorder","game_id","lg_id","X_iscopy","year_id","date_game","seasongame","is_playoffs","team_id","fran_id","pts","elo_i","elo_n","win_equiv","opp_id","opp_fran","opp_pts","opp_elo_i","opp_elo_n","game_location","game_result","forecast","notes"
62876,"201503200SAS","NBA",0,2015,"3/20/2015",68,0,"SAS","Spurs",101,1643.4958,1646.7236,55.289711,"BOS","Celtics",89,1467.2391,1464.0114,"H","W",0.83065289,""
62877,"201503210DET","NBA",1,2015,"3/21/2015",71,0,"CHI","Bulls",91,1543.9181,1528.3859,43.498325,"DET","Pistons",107,1416.0101,1431.5424,"A","L",0.54007661,""
62877,"201503210DET","NBA",0,2015,"3/21/2015",69,0,"DET","Pistons",107,1416.0101,1431.5424,33.430767,"CHI","Bulls",91,1543.9181,1528.3859,"H","W",0.45992339,""
62878,"201503210GSW","NBA",1,2015,"3/21/2015",69,0,"UTA","Jazz",91,1552.5989,1548.9791,45.641582,"GSW","Warriors",106,1734.5906,1738.2103,"A","L",0.16475374,""
62878,"201503210GSW","NBA",0,2015,"3/21/2015",69,0,"GSW","Warriors",106,1734.5906,1738.2103,62.955681,"UTA","Jazz",91,1552.5989,1548.9791,"H","W",0.83524626,""
62879,"201503210HOU","NBA",1,2015,"3/21/2015",70,0,"PHO","Suns",117,1504.7997,1529.691,43.634693,"HOU","Rockets",102,1614.2357,1589.3444,"A","W",0.23047858,""
62879,"201503210HOU","NBA",0,2015,"3/21/2015",69,0,"HOU","Rockets",102,1614.2357,1589.3444,49.75869,"PHO","Suns",117,1504.7997,1529.691,"H","L",0.76952142,""
62880,"201503210IND","NBA",1,2015,"3/21/2015",68,0,"BRK","Nets",123,1446.7985,1464.8486,36.850903,"IND","Pacers",111,1485.448,1467.3978,"A","W",0.31042546,""
62880,"201503210IND","NBA",0,2015,"3/21/2015",69,0,"IND","Pacers",111,1485.448,1467.3978,37.115734,"BRK","Nets",123,1446.7985,1464.8486,"H","L",0.68957454,""
62881,"201503210MEM","NBA",0,2015,"3/21/2015",70,0,"MEM","Grizzlies",97,1601.2964,1609.0647,51.710171,"POR","Trailblazers",86,1614.2612,1606.4929,"H","W",0.62269777,""
62881,"201503210MEM","NBA",1,2015,"3/21/2015",68,0,"POR","Trailblazers",86,1614.2612,1606.4929,51.458385,"MEM","Grizzlies",97,1601.2964,1609.0647,"A","L",0.37730223,""
62882,"201503220ATL","NBA",0,2015,"3/22/2015",70,0,"ATL","Hawks",95,1643.9395,1622.1234,52.974991,"SAS","Spurs",114,1646.7236,1668.5397,"H","L",0.63636446,""
62882,"201503220ATL","NBA",1,2015,"3/22/2015",69,0,"SAS","Spurs",114,1646.7236,1668.5397,57.259766,"ATL","Hawks",95,1643.9395,1622.1234,"A","W",0.36363554,""
62883,"201503220BOS","NBA",0,2015,"3/22/2015",69,0,"BOS","Celtics",97,1464.0114,1450.161,35.332504,"DET","Pistons",105,1431.5424,1445.3927,"H","L",0.68190771,""
62883,"201503220BOS","NBA",1,2015,"3/22/2015",70,0,"DET","Pistons",105,1431.5424,1445.3927,34.842735,"BOS","Celtics",97,1464.0114,1450.161,"A","W",0.31809229,""
62884,"201503220LAC","NBA",1,2015,"3/22/2015",70,0,"NOP","Pelicans",100,1503.936,1501.2959,40.659813,"LAC","Clippers",107,1657.2869,1659.927,"A","L",0.18871146,""
62884,"201503220LAC","NBA",0,2015,"3/22/2015",71,0,"LAC","Clippers",107,1657.2869,1659.927,56.491837,"NOP","Pelicans",100,1503.936,1501.2959,"H","W",0.81128854,""
62885,"201503220LAL","NBA",1,2015,"3/22/2015",70,0,"PHI","Sixers",87,1314.4166,1306.4329,21.83333,"LAL","Lakers",101,1330.3065,1338.2903,"A","L",0.33914298,""
62885,"201503220LAL","NBA",0,2015,"3/22/2015",68,0,"LAL","Lakers",101,1330.3065,1338.2903,24.541954,"PHI","Sixers",87,1314.4166,1306.4329,"H","W",0.66085702,""
62886,"201503220MIL","NBA",0,2015,"3/22/2015",70,0,"MIL","Bucks",90,1466.0321,1454.9366,35.82468,"CLE","Cavaliers",108,1645.6093,1656.7047,"H","L",0.38744071,""
62886,"201503220MIL","NBA",1,2015,"3/22/2015",72,0,"CLE","Cavaliers",108,1645.6093,1656.7047,56.201191,"MIL","Bucks",90,1466.0321,1454.9366,"A","W",0.61255932,""
62887,"201503220MIN","NBA",1,2015,"3/22/2015",68,0,"CHO","Hornets",109,1453.5422,1463.9611,36.758774,"MIN","Timberwolves",98,1338.7333,1328.3145,"A","W",0.52129889,""
62887,"201503220MIN","NBA",0,2015,"3/22/2015",69,0,"MIN","Timberwolves",98,1338.7333,1328.3145,23.673237,"CHO","Hornets",109,1453.5422,1463.9611,"H","L",0.47870108,""
62888,"201503220OKC","NBA",0,2015,"3/22/2015",70,0,"OKC","Thunder",93,1619.9015,1625.2217,53.271568,"MIA","Heat",75,1486.8176,1481.4974,"H","W",0.79277569,""
62888,"201503220OKC","NBA",1,2015,"3/22/2015",69,0,"MIA","Heat",75,1486.8176,1481.4974,38.585831,"OKC","Thunder",93,1619.9015,1625.2217,"A","L",0.20722431,""
62889,"201503220ORL","NBA",1,2015,"3/22/2015",71,0,"DEN","Nuggets",119,1428.1517,1443.4148,34.640099,"ORL","Magic",100,1318.7064,1303.4434,"A","W",0.51358956,""
62889,"201503220ORL","NBA",0,2015,"3/22/2015",72,0,"ORL","Magic",100,1318.7064,1303.4434,21.589151,"DEN","Nuggets",119,1428.1517,1443.4148,"H","L",0.48641044,""
62890,"201503220PHO","NBA",0,2015,"3/22/2015",71,0,"PHO","Suns",98,1529.691,1535.7609,44.268082,"DAL","Mavericks",92,1567.8274,1561.7576,"H","W",0.58809984,""
62890,"201503220PHO","NBA",1,2015,"3/22/2015",71,0,"DAL","Mavericks",92,1567.8274,1561.7576,46.959457,"PHO","Suns",98,1529.691,1535.7609,"A","L",0.41190016,""
62891,"201503220SAC","NBA",1,2015,"3/22/2015",70,0,"WAS","Wizards",86,1527.42,1507.0967,41.26828,"SAC","Kings",109,1394.3086,1414.632,"A","L",0.54750746,""
62891,"201503220SAC","NBA",0,2015,"3/22/2015",69,0,"SAC","Kings",109,1394.3086,1414.632,31.732027,"WAS","Wizards",86,1527.42,1507.0967,"H","W",0.45249254,""
62892,"201503220TOR","NBA",1,2015,"3/22/2015",70,0,"NYK","Knicks",89,1274.473,1272.0103,19.129927,"TOR","Raptors",106,1540.0693,1542.5321,"A","L",0.10865617,""
62892,"201503220TOR","NBA",0,2015,"3/22/2015",70,0,"TOR","Raptors",106,1540.0693,1542.5321,44.972797,"NYK","Knicks",89,1274.473,1272.0103,"H","W",0.89134383,""
62893,"201503230BRK","NBA",1,2015,"3/23/2015",70,0,"BOS","Celtics",110,1450.161,1473.1112,37.710445,"BRK","Nets",91,1464.8486,1441.8984,"A","W",0.3406958,""
62893,"201503230BRK","NBA",0,2015,"3/23/2015",69,0,"BRK","Nets",91,1464.8486,1441.8984,34.484959,"BOS","Celtics",110,1450.161,1473.1112,"H","L",0.6593042,""
62894,"201503230CHI","NBA",1,2015,"3/23/2015",69,0,"CHO","Hornets",86,1463.9611,1458.2108,36.163002,"CHI","Bulls",98,1528.3859,1534.1361,"A","L",0.27958816,""
62894,"201503230CHI","NBA",0,2015,"3/23/2015",72,0,"CHI","Bulls",98,1528.3859,1534.1361,44.098679,"CHO","Hornets",86,1463.9611,1458.2108,"H","W",0.72041184,""
62895,"201503230GSW","NBA",1,2015,"3/23/2015",71,0,"WAS","Wizards",76,1507.0967,1502.514,40.787586,"GSW","Warriors",107,1738.2103,1742.793,"A","L",0.129426,""
62895,"201503230GSW","NBA",0,2015,"3/23/2015",70,0,"GSW","Warriors",107,1738.2103,1742.793,63.296379,"WAS","Wizards",76,1507.0967,1502.514,"H","W",0.870574,""
62896,"201503230IND","NBA",0,2015,"3/23/2015",70,0,"IND","Pacers",100,1467.3978,1457.8428,36.124939,"HOU","Rockets",110,1589.3444,1598.8994,"H","L",0.46845835,""
62896,"201503230IND","NBA",1,2015,"3/23/2015",70,0,"HOU","Rockets",110,1589.3444,1598.8994,50.710072,"IND","Pacers",100,1467.3978,1457.8428,"A","W",0.53154165,""
62897,"201503230NYK","NBA",1,2015,"3/23/2015",71,0,"MEM","Grizzlies",103,1609.0647,1614.8627,52.274624,"NYK","Knicks",82,1272.0103,1266.2123,"A","W",0.79650551,""
62897,"201503230NYK","NBA",0,2015,"3/23/2015",71,0,"NYK","Knicks",82,1272.0103,1266.2123,18.69824,"MEM","Grizzlies",103,1609.0647,1614.8627,"H","L",0.2034945,""
62898,"201503230UTA","NBA",1,2015,"3/23/2015",70,0,"MIN","Timberwolves",106,1328.3145,1339.5403,24.652086,"UTA","Jazz",104,1548.9791,1537.7533,"A","W",0.1363557,""
62898,"201503230UTA","NBA",0,2015,"3/23/2015",70,0,"UTA","Jazz",104,1548.9791,1537.7533,44.475662,"MIN","Timberwolves",106,1328.3145,1339.5403,"H","L",0.8636443,""
62899,"201503240DAL","NBA",0,2015,"3/24/2015",72,0,"DAL","Mavericks",101,1561.7576,1570.3813,47.841969,"SAS","Spurs",94,1668.5397,1659.9159,"H","W",0.49024102,""
62899,"201503240DAL","NBA",1,2015,"3/24/2015",70,0,"SAS","Spurs",94,1668.5397,1659.9159,56.490837,"DAL","Mavericks",101,1561.7576,1570.3813,"A","L",0.50975895,""
62900,"201503240DET","NBA",1,2015,"3/24/2015",71,0,"TOR","Raptors",104,1542.5321,1536.2742,44.321575,"DET","Pistons",108,1445.3927,1451.6506,"A","L",0.49588335,""
62900,"201503240DET","NBA",0,2015,"3/24/2015",71,0,"DET","Pistons",108,1445.3927,1451.6506,35.485851,"TOR","Raptors",104,1542.5321,1536.2742,"H","W",0.50411665,""
62901,"201503240MIL","NBA",0,2015,"3/24/2015",71,0,"MIL","Bucks",89,1454.9366,1457.9591,36.136971,"MIA","Heat",88,1481.4974,1478.475,"H","W",0.60414112,""
62901,"201503240MIL","NBA",1,2015,"3/24/2015",70,0,"MIA","Heat",88,1481.4974,1478.475,38.270039,"MIL","Bucks",89,1454.9366,1457.9591,"A","L",0.39585888,""
62902,"201503240OKC","NBA",0,2015,"3/24/2015",71,0,"OKC","Thunder",127,1625.2217,1626.7642,53.418701,"LAL","Lakers",117,1338.2903,1336.7478,"H","W",0.90267932,""
62902,"201503240OKC","NBA",1,2015,"3/24/2015",69,0,"LAL","Lakers",117,1338.2903,1336.7478,24.406441,"OKC","Thunder",127,1625.2217,1626.7642,"A","L",0.097320676,""
62903,"201503240POR","NBA",0,2015,"3/24/2015",69,0,"POR","Trailblazers",108,1606.4929,1595.2953,50.352451,"GSW","Warriors",122,1742.793,1753.9906,"H","L",0.44794929,""
62903,"201503240POR","NBA",1,2015,"3/24/2015",71,0,"GSW","Warriors",122,1742.793,1753.9906,64.110687,"POR","Trailblazers",108,1606.4929,1595.2953,"A","W",0.55205071,""
62904,"201503240SAC","NBA",1,2015,"3/24/2015",71,0,"PHI","Sixers",106,1306.4329,1304.8269,21.701939,"SAC","Kings",107,1414.632,1416.2379,"A","L",0.23174387,""
62904,"201503240SAC","NBA",0,2015,"3/24/2015",70,0,"SAC","Kings",107,1414.632,1416.2379,31.892025,"PHI","Sixers",106,1306.4329,1304.8269,"H","W",0.76825613,""
62905,"201503250BOS","NBA",0,2015,"3/25/2015",71,0,"BOS","Celtics",86,1473.1112,1461.5897,36.512852,"MIA","Heat",93,1478.475,1489.9965,"H","L",0.63292134,""
62905,"201503250BOS","NBA",1,2015,"3/25/2015",71,0,"MIA","Heat",93,1478.475,1489.9965,39.47525,"BOS","Celtics",86,1473.1112,1461.5897,"A","W",0.36707866,""
62906,"201503250CHO","NBA",1,2015,"3/25/2015",70,0,"BRK","Nets",91,1441.8984,1450.0525,35.321339,"CHO","Hornets",88,1458.2108,1450.0568,"A","W",0.33859807,""
62906,"201503250CHO","NBA",0,2015,"3/25/2015",70,0,"CHO","Hornets",88,1458.2108,1450.0568,35.321777,"BRK","Nets",91,1441.8984,1450.0525,"H","L",0.66140193,""
62907,"201503250DEN","NBA",1,2015,"3/25/2015",72,0,"PHI","Sixers",99,1304.8269,1330.1943,23.835539,"DEN","Nuggets",85,1443.4148,1418.0474,"A","W",0.20206749,""
62907,"201503250DEN","NBA",0,2015,"3/25/2015",72,0,"DEN","Nuggets",85,1443.4148,1418.0474,32.072647,"PHI","Sixers",99,1304.8269,1330.1943,"H","L",0.79793251,""
62908,"201503250MEM","NBA",1,2015,"3/25/2015",73,0,"CLE","Cavaliers",111,1656.7047,1678.115,58.097897,"MEM","Grizzlies",89,1614.8627,1593.4524,"A","W",0.417077,""
62908,"201503250MEM","NBA",0,2015,"3/25/2015",72,0,"MEM","Grizzlies",89,1614.8627,1593.4524,50.169003,"CLE","Cavaliers",111,1656.7047,1678.115,"H","L",0.582923,""
62909,"201503250MIN","NBA",1,2015,"3/25/2015",70,0,"LAL","Lakers",101,1336.7478,1343.5264,25.005156,"MIN","Timberwolves",99,1339.5403,1332.7617,"A","W",0.35624003,""
62909,"201503250MIN","NBA",0,2015,"3/25/2015",71,0,"MIN","Timberwolves",99,1339.5403,1332.7617,24.058256,"LAL","Lakers",101,1336.7478,1343.5264,"H","L",0.64375997,""
62910,"201503250NOP","NBA",1,2015,"3/25/2015",71,0,"HOU","Rockets",95,1598.8994,1603.7739,51.191261,"NOP","Pelicans",93,1501.2959,1496.4214,"A","W",0.49655122,""
62910,"201503250NOP","NBA",0,2015,"3/25/2015",71,0,"NOP","Pelicans",93,1501.2959,1496.4214,40.148613,"HOU","Rockets",95,1598.8994,1603.7739,"H","L",0.50344878,""
62911,"201503250NYK","NBA",0,2015,"3/25/2015",72,0,"NYK","Knicks",80,1266.2123,1260.5667,18.284536,"LAC","Clippers",111,1659.927,1665.5728,"H","L",0.1556762,""
62911,"201503250NYK","NBA",1,2015,"3/25/2015",72,0,"LAC","Clippers",111,1659.927,1665.5728,56.996712,"NYK","Knicks",80,1266.2123,1260.5667,"A","W",0.84432381,""
62912,"201503250ORL","NBA",1,2015,"3/25/2015",71,0,"ATL","Hawks",95,1622.1234,1626.5043,53.393936,"ORL","Magic",83,1303.4434,1299.0625,"A","W",0.77882349,""
62912,"201503250ORL","NBA",0,2015,"3/25/2015",73,0,"ORL","Magic",83,1303.4434,1299.0625,21.234516,"ATL","Hawks",95,1622.1234,1626.5043,"H","L",0.22117648,""
62913,"201503250PHO","NBA",0,2015,"3/25/2015",72,0,"PHO","Suns",99,1535.7609,1517.3494,42.343262,"SAC","Kings",108,1416.2379,1434.6494,"H","L",0.7796582,""
62913,"201503250PHO","NBA",1,2015,"3/25/2015",71,0,"SAC","Kings",108,1416.2379,1434.6494,33.746033,"PHO","Suns",99,1535.7609,1517.3494,"A","W",0.2203418,""
62914,"201503250SAS","NBA",1,2015,"3/25/2015",72,0,"OKC","Thunder",91,1626.7642,1611.5588,51.953537,"SAS","Spurs",130,1659.9159,1675.1212,"A","L",0.31724042,""
62914,"201503250SAS","NBA",0,2015,"3/25/2015",71,0,"SAS","Spurs",130,1659.9159,1675.1212,57.83765,"OKC","Thunder",91,1626.7642,1611.5588,"H","W",0.68275958,""
62915,"201503250TOR","NBA",1,2015,"3/25/2015",73,0,"CHI","Bulls",116,1534.1361,1551.2925,45.88097,"TOR","Raptors",103,1536.2742,1519.1178,"A","W",0.35710448,""
62915,"201503250TOR","NBA",0,2015,"3/25/2015",72,0,"TOR","Raptors",103,1536.2742,1519.1178,42.528534,"CHI","Bulls",116,1534.1361,1551.2925,"H","L",0.64289552,""
62916,"201503250UTA","NBA",0,2015,"3/25/2015",71,0,"UTA","Jazz",89,1537.7533,1531.2625,43.798805,"POR","Trailblazers",92,1595.2953,1601.7861,"H","L",0.56079966,""
62916,"201503250UTA","NBA",1,2015,"3/25/2015",70,0,"POR","Trailblazers",92,1595.2953,1601.7861,50.995388,"UTA","Jazz",89,1537.7533,1531.2625,"A","W",0.43920034,""
62917,"201503250WAS","NBA",0,2015,"3/25/2015",72,0,"WAS","Wizards",101,1502.514,1494.8975,39.988846,"IND","Pacers",103,1457.8428,1465.4594,"H","L",0.69694555,""
62917,"201503250WAS","NBA",1,2015,"3/25/2015",71,0,"IND","Pacers",103,1457.8428,1465.4594,36.914318,"WAS","Wizards",101,1502.514,1494.8975,"A","W",0.30305445,""
62918,"201503260MIL","NBA",0,2015,"3/26/2015",72,0,"MIL","Bucks",111,1457.9591,1462.316,36.588142,"IND","Pacers",107,1465.4594,1461.1024,"H","W",0.63005936,""
62918,"201503260MIL","NBA",1,2015,"3/26/2015",72,0,"IND","Pacers",107,1465.4594,1461.1024,36.462353,"MIL","Bucks",111,1457.9591,1462.316,"A","L",0.36994064,""
62919,"201503270ATL","NBA",1,2015,"3/27/2015",72,0,"MIA","Heat",86,1489.9965,1485.7926,39.035088,"ATL","Hawks",99,1626.5043,1630.7081,"A","L",0.204005,""
62919,"201503270ATL","NBA",0,2015,"3/27/2015",72,0,"ATL","Hawks",99,1626.5043,1630.7081,53.793293,"MIA","Heat",86,1489.9965,1485.7926,"H","W",0.795995,""
62920,"201503270BRK","NBA",0,2015,"3/27/2015",71,0,"BRK","Nets",106,1450.0525,1463.7366,36.735481,"CLE","Cavaliers",98,1678.115,1664.4309,"H","W",0.32361957,""
62920,"201503270BRK","NBA",1,2015,"3/27/2015",74,0,"CLE","Cavaliers",98,1678.115,1664.4309,56.895054,"BRK","Nets",106,1450.0525,1463.7366,"A","L",0.6763804,""
62921,"201503270DEN","NBA",1,2015,"3/27/2015",72,0,"UTA","Jazz",91,1531.2625,1516.5134,42.255665,"DEN","Nuggets",107,1418.0474,1432.7964,"A","L",0.51900887,""
62921,"201503270DEN","NBA",0,2015,"3/27/2015",73,0,"DEN","Nuggets",107,1418.0474,1432.7964,33.557899,"UTA","Jazz",91,1531.2625,1516.5134,"H","W",0.48099113,""
62922,"201503270HOU","NBA",1,2015,"3/27/2015",72,0,"MIN","Timberwolves",110,1332.7617,1331.0704,23.911402,"HOU","Rockets",120,1603.7739,1605.4652,"A","L",0.10567337,""
62922,"201503270HOU","NBA",0,2015,"3/27/2015",72,0,"HOU","Rockets",120,1603.7739,1605.4652,51.357529,"MIN","Timberwolves",110,1332.7617,1331.0704,"H","W",0.89432663,""
62923,"201503270MEM","NBA",1,2015,"3/27/2015",72,0,"GSW","Warriors",107,1753.9906,1768.2515,65.110291,"MEM","Grizzlies",84,1593.4524,1579.1915,"A","W",0.58625036,""
62923,"201503270MEM","NBA",0,2015,"3/27/2015",73,0,"MEM","Grizzlies",84,1593.4524,1579.1915,48.736862,"GSW","Warriors",107,1753.9906,1768.2515,"H","L",0.41374964,""
62924,"201503270NOP","NBA",0,2015,"3/27/2015",72,0,"NOP","Pelicans",102,1496.4214,1502.8595,40.823822,"SAC","Kings",88,1434.6494,1428.2113,"H","W",0.71732563,""
62924,"201503270NOP","NBA",1,2015,"3/27/2015",72,0,"SAC","Kings",88,1434.6494,1428.2113,33.093803,"NOP","Pelicans",102,1496.4214,1502.8595,"A","L",0.28267437,""
62925,"201503270NYK","NBA",1,2015,"3/27/2015",72,0,"BOS","Celtics",96,1461.5897,1465.7861,36.948257,"NYK","Knicks",92,1260.5667,1256.3702,"A","W",0.64142066,""
62925,"201503270NYK","NBA",0,2015,"3/27/2015",73,0,"NYK","Knicks",92,1260.5667,1256.3702,17.981283,"BOS","Celtics",96,1461.5897,1465.7861,"H","L",0.35857934,""
62926,"201503270ORL","NBA",1,2015,"3/27/2015",72,0,"DET","Pistons",111,1451.6506,1462.139,36.56979,"ORL","Magic",97,1299.0625,1288.5741,"A","W",0.57510769,""
62926,"201503270ORL","NBA",0,2015,"3/27/2015",74,0,"ORL","Magic",97,1299.0625,1288.5741,20.401003,"DET","Pistons",111,1451.6506,1462.139,"H","L",0.42489228,""
62927,"201503270PHI","NBA",1,2015,"3/27/2015",73,0,"LAC","Clippers",119,1665.5728,1671.422,57.513813,"PHI","Sixers",98,1330.1943,1324.3451,"A","W",0.79493725,""
62927,"201503270PHI","NBA",0,2015,"3/27/2015",73,0,"PHI","Sixers",98,1330.1943,1324.3451,23.332703,"LAC","Clippers",119,1665.5728,1671.422,"H","L",0.20506276,""
62928,"201503270PHO","NBA",1,2015,"3/27/2015",71,0,"POR","Trailblazers",87,1601.7861,1609.9669,51.798302,"PHO","Suns",81,1517.3494,1509.1686,"A","W",0.47761768,""
62928,"201503270PHO","NBA",0,2015,"3/27/2015",73,0,"PHO","Suns",81,1517.3494,1509.1686,41.485592,"POR","Trailblazers",87,1601.7861,1609.9669,"H","L",0.52238232,""
62929,"201503270SAS","NBA",0,2015,"3/27/2015",72,0,"SAS","Spurs",94,1675.1212,1681.2802,58.371239,"DAL","Mavericks",76,1570.3813,1564.2224,"H","W",0.76469195,""
62929,"201503270SAS","NBA",1,2015,"3/27/2015",73,0,"DAL","Mavericks",76,1570.3813,1564.2224,47.212311,"SAS","Spurs",94,1675.1212,1681.2802,"A","L",0.23530805,""
62930,"201503270TOR","NBA",1,2015,"3/27/2015",71,0,"LAL","Lakers",83,1343.5264,1340.4608,24.73337,"TOR","Raptors",94,1519.1178,1522.1833,"A","L",0.16988653,""
62930,"201503270TOR","NBA",0,2015,"3/27/2015",73,0,"TOR","Raptors",94,1519.1178,1522.1833,42.849552,"LAL","Lakers",83,1343.5264,1340.4608,"H","W",0.83011347,""
62931,"201503270WAS","NBA",0,2015,"3/27/2015",73,0,"WAS","Wizards",110,1494.8975,1497.932,40.307014,"CHO","Hornets",107,1450.0568,1447.0222,"H","W",0.69715148,""
62931,"201503270WAS","NBA",1,2015,"3/27/2015",71,0,"CHO","Hornets",107,1450.0568,1447.0222,35.009914,"WAS","Wizards",110,1494.8975,1497.932,"A","L",0.30284852,""
62932,"201503280CHI","NBA",0,2015,"3/28/2015",74,0,"CHI","Bulls",111,1551.2925,1554.4697,46.209198,"NYK","Knicks",80,1256.3702,1253.193,"H","W",0.90664613,""
62932,"201503280CHI","NBA",1,2015,"3/28/2015",74,0,"NYK","Knicks",80,1256.3702,1253.193,17.754097,"CHI","Bulls",111,1551.2925,1554.4697,"A","L",0.093353868,""
62933,"201503280CHO","NBA",1,2015,"3/28/2015",73,0,"ATL","Hawks",100,1630.7081,1612.8688,52.08102,"CHO","Hornets",115,1447.0222,1464.8616,"A","L",0.61815745,""
62933,"201503280CHO","NBA",0,2015,"3/28/2015",72,0,"CHO","Hornets",115,1447.0222,1464.8616,36.852245,"ATL","Hawks",100,1630.7081,1612.8688,"H","W",0.38184255,""
62934,"201503280MIL","NBA",0,2015,"3/28/2015",73,0,"MIL","Bucks",95,1462.316,1457.3914,36.078262,"GSW","Warriors",108,1768.2515,1773.1761,"H","L",0.23407197,""
62934,"201503280MIL","NBA",1,2015,"3/28/2015",73,0,"GSW","Warriors",108,1768.2515,1773.1761,65.445732,"MIL","Bucks",95,1462.316,1457.3914,"A","W",0.76592803,""
62935,"201503280POR","NBA",0,2015,"3/28/2015",72,0,"POR","Trailblazers",120,1609.9669,1612.1013,52.006359,"DEN","Nuggets",114,1432.7964,1430.662,"H","W",0.83139157,""
62935,"201503280POR","NBA",1,2015,"3/28/2015",74,0,"DEN","Nuggets",114,1432.7964,1430.662,33.341606,"POR","Trailblazers",120,1609.9669,1612.1013,"A","L",0.16860843,""
62936,"201503280UTA","NBA",0,2015,"3/28/2015",73,0,"UTA","Jazz",94,1516.5134,1523.4231,42.979313,"OKC","Thunder",89,1611.5588,1604.6492,"H","W",0.50712973,""
62936,"201503280UTA","NBA",1,2015,"3/28/2015",73,0,"OKC","Thunder",89,1611.5588,1604.6492,51.277351,"UTA","Jazz",94,1516.5134,1523.4231,"A","L",0.49287027,""
62937,"201503290BOS","NBA",1,2015,"3/29/2015",74,0,"LAC","Clippers",119,1671.422,1679.387,58.207966,"BOS","Celtics",106,1465.7861,1457.8212,"A","W",0.64750475,""
62937,"201503290BOS","NBA",0,2015,"3/29/2015",73,0,"BOS","Celtics",106,1465.7861,1457.8212,36.122704,"LAC","Clippers",119,1671.422,1679.387,"H","L",0.35249525,""
62938,"201503290BRK","NBA",0,2015,"3/29/2015",72,0,"BRK","Nets",107,1463.7366,1467.0745,37.082123,"LAL","Lakers",99,1340.4608,1337.1229,"H","W",0.78334695,""
62938,"201503290BRK","NBA",1,2015,"3/29/2015",72,0,"LAL","Lakers",99,1340.4608,1337.1229,24.439358,"BRK","Nets",107,1463.7366,1467.0745,"A","L",0.21665305,""
62939,"201503290CLE","NBA",1,2015,"3/29/2015",74,0,"PHI","Sixers",86,1324.3451,1323.9053,23.295153,"CLE","Cavaliers",87,1664.4309,1664.8707,"A","L",0.07355386,""
62939,"201503290CLE","NBA",0,2015,"3/29/2015",75,0,"CLE","Cavaliers",87,1664.4309,1664.8707,56.934238,"PHI","Sixers",86,1324.3451,1323.9053,"H","W",0.92644614,""
62940,"201503290IND","NBA",1,2015,"3/29/2015",74,0,"DAL","Mavericks",99,1564.2224,1557.1041,46.480839,"IND","Pacers",104,1461.1024,1468.2207,"A","L",0.5044899,""
62940,"201503290IND","NBA",0,2015,"3/29/2015",73,0,"IND","Pacers",104,1461.1024,1468.2207,37.20129,"DAL","Mavericks",99,1564.2224,1557.1041,"H","W",0.4955101,""
62941,"201503290MIA","NBA",1,2015,"3/29/2015",73,0,"DET","Pistons",102,1462.139,1457.0986,36.048004,"MIA","Heat",109,1485.7926,1490.833,"A","L",0.32919967,""
62941,"201503290MIA","NBA",0,2015,"3/29/2015",73,0,"MIA","Heat",109,1485.7926,1490.833,39.562885,"DET","Pistons",102,1462.139,1457.0986,"H","W",0.67080033,""
62942,"201503290NOP","NBA",1,2015,"3/29/2015",73,0,"MIN","Timberwolves",88,1331.0704,1326.0941,23.482388,"NOP","Pelicans",110,1502.8595,1507.8358,"A","L",0.17299563,""
62942,"201503290NOP","NBA",0,2015,"3/29/2015",73,0,"NOP","Pelicans",110,1502.8595,1507.8358,41.345806,"MIN","Timberwolves",88,1331.0704,1326.0941,"H","W",0.82700437,""
62943,"201503290PHO","NBA",1,2015,"3/29/2015",74,0,"OKC","Thunder",109,1604.6492,1616.4795,52.431217,"PHO","Suns",97,1509.1686,1497.3383,"A","W",0.49349642,""
62943,"201503290PHO","NBA",0,2015,"3/29/2015",74,0,"PHO","Suns",97,1509.1686,1497.3383,40.244755,"OKC","Thunder",109,1604.6492,1616.4795,"H","L",0.50650358,""
62944,"201503290SAS","NBA",0,2015,"3/29/2015",73,0,"SAS","Spurs",103,1681.2802,1686.5518,58.822338,"MEM","Grizzlies",89,1579.1915,1573.9199,"H","W",0.76193464,""
62944,"201503290SAS","NBA",1,2015,"3/29/2015",74,0,"MEM","Grizzlies",89,1579.1915,1573.9199,48.202259,"SAS","Spurs",103,1681.2802,1686.5518,"A","L",0.23806536,""
62945,"201503290WAS","NBA",0,2015,"3/29/2015",74,0,"WAS","Wizards",91,1497.932,1489.1028,39.381645,"HOU","Rockets",99,1605.4652,1614.2944,"H","L",0.48916054,""
62945,"201503290WAS","NBA",1,2015,"3/29/2015",73,0,"HOU","Rockets",99,1605.4652,1614.2944,52.219505,"WAS","Wizards",91,1497.932,1489.1028,"A","W",0.51083946,""
62946,"201503300ATL","NBA",1,2015,"3/30/2015",74,0,"MIL","Bucks",88,1457.3914,1453.5896,35.685692,"ATL","Hawks",101,1612.8688,1616.6705,"A","L",0.18684441,""
62946,"201503300ATL","NBA",0,2015,"3/30/2015",74,0,"ATL","Hawks",101,1612.8688,1616.6705,52.449696,"MIL","Bucks",88,1457.3914,1453.5896,"H","W",0.81315559,""
62947,"201503300CHO","NBA",0,2015,"3/30/2015",73,0,"CHO","Hornets",104,1464.8616,1448.3344,35.144676,"BOS","Celtics",116,1457.8212,1474.3484,"H","L",0.6493479,""
